-6.30213e-05 0.00165968 -0.0095511 0.105658 1 0.563826 -1.72644 -0.721978
-6.30213e-05 0.00165968 -0.0095511 0.105658 1 -0.53665 0.847315 0.521594
-6.30213e-05 0.00165968 -0.0095511 0.493677 -1 -0.330079 0.580633 0.332982
-6.30213e-05 0.00165968 -0.0095511 0.938272 1 0.23686 -1.924 1.56055
-6.30213e-05 0.00165968 -0.0095511 0.105658 1 -0.652045 -0.197073 -0.082208
-6.30213e-05 0.00165968 -0.0095511 0.105658 -1 -0.67963 -0.62149 0.315008
-6.30213e-05 0.00165968 -0.0095511 0.105658 1 -0.499803 0.470695 0.758325
-6.30213e-05 0.00165968 -0.0095511 0.13957 -1 -0.371058 0.56932 0.100552
-6.30213e-05 0.00165968 -0.0095511 0.13957 -1 0.434625 0.0251675 -0.0204417
-6.30213e-05 0.00165968 -0.0095511 0.105658 -1 -0.333235 -1.1262 -0.873274
-6.30213e-05 0.00165968 -0.0095511 0.493677 1 1.4025 -0.0812518 0.295177
-6.30213e-05 0.00165968 -0.0095511 0.938272 1 -1.09523 0.213088 -0.519904
-6.30213e-05 0.00165968 -0.0095511 0.938272 -1 0.422661 -0.799393 1.065
-6.30213e-05 0.00165968 -0.0095511 0.105658 1 -0.0744026 0.524971 -0.178172
-6.30213e-05 0.00165968 -0.0095511 0.938272 1 0.121254 -0.383703 0.225673
-6.30213e-05 0.00165968 -0.0095511 0.105658 -1 0.516895 0.383781 -0.335379
-6.30213e-05 0.00165968 -0.0095511 0.938272 -1 0.570046 0.935607 1.37073
-6.30213e-05 0.00165968 -0.0095511 0.105658 -1 -0.168175 0.435728 0.00535497
-6.30213e-05 0.00165968 -0.0095511 0.13957 1 -0.219681 -0.065942 0.104482
-6.30213e-05 0.00165968 -0.0095511 0.938272 1 0.518994 -0.300345 0.350924
-6.30213e-05 0.00165968 -0.0095511 0.13957 1 -0.0367213 -0.242731 -0.0734624
-6.30213e-05 0.00165968 -0.0095511 0.000510999 -1 0.17315 0.0551592 -0.080294
-6.30213e-05 0.00165968 -0.0095511 0.13957 1 0.267664 0.144287 -0.159129
-6.30213e-05 0.00165968 -0.0095511 0.938272 1 0.309186 -0.652677 -0.486652
-6.30213e-05 0.00165968 -0.0095511 0.493677 1 0.166188 0.756564 0.233892
-6.30213e-05 0.00165968 -0.0095511 0.13957 1 -0.0420643 0.362762 0.112755
-6.30213e-05 0.00165968 -0.0095511 0.13957 1 -0.655517 -0.587201 -0.461796
-6.30213e-05 0.00165968 -0.0095511 0.938272 1 -0.391312 0.0278555 -0.318459
-6.30213e-05 0.00165968 -0.0095511 0.000510999 -1 -0.153918 0.144433 -0.0258106
-6.30213e-05 0.00165968 -0.0095511 0.105658 1 0.217777 -0.211651 -0.207812
-6.30213e-05 0.00165968 -0.0095511 0.13957 1 0.183638 0.187207 -0.119187
-6.30213e-05 0.00165968 -0.0095511 0.493677 -1 -0.0418725 -0.563378 0.629528
-6.30213e-05 0.00165968 -0.0095511 0.13957 1 0.127967 0.318559 0.260787
-6.30213e-05 0.00165968 -0.0095511 0.000510999 1 0.614476 0.204446 0.656932
-6.30213e-05 0.00165968 -0.0095511 0.105658 1 0.152986 -0.460208 0.222817
-6.30213e-05 0.00165968 -0.0095511 0.105658 -1 0.50464 0.244243 -0.520831
-6.30213e-05 0.00165968 -0.0095511 0.105658 -1 -0.165924 0.14746 0.077193
-6.30213e-05 0.00165968 -0.0095511 0.105658 1 -0.016626 0.414527 0.401454
-6.30213e-05 0.00165968 -0.0095511 0.13957 -1 -0.226604 -0.0317488 0.158424
-6.30213e-05 0.00165968 -0.0095511 0.105658 1 -0.051498 -0.411203 0.416444
